GEO_PICT: Pacific Island Countries and territories,TOPIC: Topic,CONDITION: Women’s condition,VIOLENCE_TYPE: Type of violence,PERPETRATOR: Perpetrator,ACTUALITY: Actuality,LIFEPER: Period of life,RESPONSE: Response,HELP_REASON: Reason for searching help,HELP_PROVIDER: Help provider,DATA_SOURCE: Data source,OBS_VALUE,OUTCOME: Outcome
CK,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
CK,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,39.6,AL1CHILDAGGR
CK,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,5.7,AL1CHILDAGGR
CK,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.4,AL1CHILDAGGR
CK,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,21.6,AL1CHILDAGGR
CK,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,46.7,AL1CHILDAGGR
CK,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,16.1,AL1CHILDAGGR
CK,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
CK,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.0,AL1CHILDAGGR
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.1,SUICIDEATT
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,41.1,AL1CHILDAGGR
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,13.9,AL1CHILDAGGR
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,36.0,AL1CHILDQUIET
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.1,WORK
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,5.5,AL1CHILDQUIET
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,4.8,WORK
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,4.0,AL1CHILDQUIET
CK,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,14.6,WORK
CK,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,4.7,AL1CHILDQUIET
CK,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,19.1,WORK
CK,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,4.3,AL1CHILDQUIET
CK,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,3.6,WORK
CK,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,8.9,AL1CHILDQUIET
CK,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,8.8,WORK
CK,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HEALTHSTA
CK,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HEALTHSTA
CK,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HEALTHSTA
CK,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HEALTHSTA
CK,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,6.7,HEALTHSTA
CK,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,3.3,HEALTHSTA
CK,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.7,CONCENTRATE
CK,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,6.7,CONCENTRATE
CK,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.8,CONCENTRATE
CK,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.0,CONCENTRATE
FJ,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,20.98679092382496,CONCENTRATE
FJ,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,20.98679092382496,CONCENTRATE
FJ,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,13.0,PROBWALK
FJ,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,3.0,AL1CHILDAGGR
FJ,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,23.2,PROBWALK
FJ,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,46.7,AL1CHILDAGGR
FJ,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,13.3,PROBWALK
FJ,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,20.98679092382496,AL1CHILDAGGR
FJ,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,20.98679092382496,PROBWALK
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,18.0,AL1CHILDAGGR
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,42.2,SUICIDETHI
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,25.5,SUICIDETHI
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,14.0,LOSCONF
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,9.7,LOSCONF
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,14.1,LOSCONF
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,13.4,LOSCONF
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,8.6,SUICIDETHI
FJ,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,32.0,LOSCONF
FJ,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,3.5,LOSCONF
FJ,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,18.9,AL1CHILDRSCH
FJ,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,4.2,INJ
FJ,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,3.3,AL1CHILDRSCH
FJ,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,22.4,INJ
FJ,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,5.4,AL1CHILDRSCH
FJ,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,28.7,INJ
FJ,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,10.7,AL1CHILDRSCH
FJ,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,18.4,INJ
FJ,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,12.8,HURT
FJ,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,35.6,ABOR
FJ,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,18.7,HURT
FJ,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,4.7,ABOR
FJ,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,28.8,HURT
FJ,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,27.1,ABOR
FJ,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Fiji VAW report 2010-2011,9.7,HURT
FM,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,ABOR
FM,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDNIGHT
FM,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.9,AL1CHILDNIGHT
FM,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,5.3,AL1CHILDNIGHT
FM,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,8.8,AL1CHILDNIGHT
FM,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,41.4,AL1CHILDNIGHT
FM,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,11.3,INJ
FM,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
FM,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,33.2,LOSCONS
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,49.5,HURT
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,26.7,INJ
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.9,LOSCONS
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,56.1,INJ
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,44.2,INJ
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,35.7,EMODIST
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,13.9,HEALTHAFF
FM,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,19.7,HEALTHSTA
FM,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,11.8,PAIN
FM,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,19.8,PROBMEM
FM,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,11.8,PROBUSUAL
FM,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,8.2,PROBWALK
FM,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,23.0,SUICIDEATT
FM,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,8.2,SUICIDETHI
FM,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,17.3,ABOR
FM,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,14.3,MISC
FM,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,13.6,STILB
FM,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,16.4,ABOR
FM,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,31.8,MISC
FM,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,24.4,STILB
FM,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,6.3,CONCENTRATE
FM,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,30.8,LOSCONF
FM,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,32.3,WORK
FM,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,11.6,DISWORK
KI,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,23.6,AL1CHILDAGGR
KI,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,59.7,AL1CHILDBEDW
KI,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,52.9,AL1CHILDDSCH
KI,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,56.9,AL1CHILDNIGHT
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDQUIET
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,56.9,AL1CHILDRSCH
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDEATT
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,SUICIDEATT
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDEATT
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,SUICIDEATT
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDEATT
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,54.7,SUICIDEATT
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDEATT
KI,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,MISC
KI,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,MISC
KI,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,64.2,MISC
KI,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,MISC
KI,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,63.2,MISC
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,28.5,AL1CHILDBEDW
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,AL1CHILDBEDW
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,42.0,AL1CHILDBEDW
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,AL1CHILDBEDW
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,26.4,AL1CHILDBEDW
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,AL1CHILDBEDW
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,12.2,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,7.8,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,12.0,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,17.1,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,15.0,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,41.7,PROBUSUAL
KI,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.1,AL1CHILDQUIET
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,18.7,AL1CHILDQUIET
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,3.7,AL1CHILDQUIET
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,0.0,AL1CHILDQUIET
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,19.2,AL1CHILDQUIET
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,2.5,AL1CHILDQUIET
KI,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
