GEO_PICT: Pacific Island Countries and territories,TOPIC: Topic,CONDITION: Women’s condition,VIOLENCE_TYPE: Type of violence,PERPETRATOR: Perpetrator,ACTUALITY: Actuality,LIFEPER: Period of life,RESPONSE: Response,HELP_REASON: Reason for searching help,HELP_PROVIDER: Help provider,DATA_SOURCE: Data source,OBS_VALUE,OUTCOME: Outcome
TO,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,0.6,EMODIST
TO,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,4.8,SUICIDEATT
TO,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,0.8,EMODIST
TO,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,8.4,SUICIDEATT
TO,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,1.7,EMODIST
TO,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,12.3,SUICIDEATT
TO,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,2.5,EMODIST
TO,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,4.6,MISC
TO,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,7.5,EMODIST
TO,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,6.8,MISC
TO,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,9.2,EMODIST
TO,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.8,MISC
TO,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,11.0,EMODIST
TO,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,19.6,MISC
TO,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,13.4,EMODIST
TO,VAW_TOPIC_005,EVPART,EMO_SCA,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,7.5,MISC
TO,VAW_TOPIC_005,EVPART,EMO_SCA,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,4.2,EMODIST
TO,VAW_TOPIC_005,EVPART,EMO_SCA,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,13.0,AL1CHILDBEDW
TO,VAW_TOPIC_005,EVPART,EMO_SCA,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,5.8,EMODIST
TO,VAW_TOPIC_006,EVPART,CONT_FRIENDS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDBEDW
TO,VAW_TOPIC_006,EVPART,CONT_FRIENDS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,EMODIST
TO,VAW_TOPIC_006,EVPART,CONT_FRIENDS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,38.9,AL1CHILDBEDW
TO,VAW_TOPIC_006,EVPART,CONT_FRIENDS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,19.2,EMODIST
TO,VAW_TOPIC_006,EVPART,CONT_OTHMAN,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDBEDW
TO,VAW_TOPIC_006,EVPART,CONT_OTHMAN,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,EMODIST
TO,VAW_TOPIC_006,EVPART,CONT_OTHMAN,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,38.0,AL1CHILDBEDW
TO,VAW_TOPIC_006,EVPART,CONT_OTHMAN,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,40.3,EMODIST
TO,VAW_TOPIC_006,EVPART,CONT_UNFAITH,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDBEDW
TO,VAW_TOPIC_006,EVPART,CONT_UNFAITH,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,EMODIST
TO,VAW_TOPIC_006,EVPART,CONT_UNFAITH,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,21.5,PAIN
TO,VAW_TOPIC_006,EVPART,CONT_UNFAITH,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,23.8,PAIN
TO,VAW_TOPIC_006,EVPART,CONT_WHERE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_006,EVPART,CONT_WHERE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_006,EVPART,CONT_WHERE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,87.0,PAIN
TO,VAW_TOPIC_006,EVPART,CONT_WHERE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,52.5,PAIN
TO,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,6.1,PAIN
TO,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,14.1,PAIN
TO,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,67.8,PAIN
TO,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,15.2,PAIN
TO,VAW_TOPIC_007,EVPART,PHYSORSEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,PHYSORSEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,17.2,PAIN
TO,VAW_TOPIC_007,EVPART,PHYSORSEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,PHYSORSEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,SEX,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,SEX,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,0.7,PAIN
TO,VAW_TOPIC_007,EVPART,SEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_007,EVPART,SEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,2.0,PAIN
TO,VAW_TOPIC_007,EVPART,SEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,6.3,PAIN
TO,VAW_TOPIC_007,EVPART,SEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,3.2,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,FAMFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,FAMFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,FAMFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,2.2,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,FAMFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,FAMMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,FAMMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,FAMMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,FAMMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,OTHFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,OTHFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,OTHFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,OTHFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,OTHMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
TO,VAW_TOPIC_008,EVPART,PHYS,OTHMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_008,EVPART,PHYS,OTHMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
TO,VAW_TOPIC_008,EVPART,PHYS,OTHMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_009,EVPART,SEX,FAMFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
TO,VAW_TOPIC_009,EVPART,SEX,FAMFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_009,EVPART,SEX,FAMFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
TO,VAW_TOPIC_009,EVPART,SEX,FAMFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,PAIN
TO,VAW_TOPIC_009,EVPART,SEX,FAMMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDETHI
TO,VAW_TOPIC_009,EVPART,SEX,FAMMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,SUICIDETHI
TO,VAW_TOPIC_009,EVPART,SEX,FAMMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDDSCH
TO,VAW_TOPIC_009,EVPART,SEX,FAMMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,AL1CHILDDSCH
TO,VAW_TOPIC_009,EVPART,SEX,OTHFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDDSCH
TO,VAW_TOPIC_009,EVPART,SEX,OTHFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,AL1CHILDDSCH
TO,VAW_TOPIC_009,EVPART,SEX,OTHFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDETHI
TO,VAW_TOPIC_009,EVPART,SEX,OTHFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,AL1CHILDDSCH
TO,VAW_TOPIC_009,EVPART,SEX,OTHMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDDSCH
TO,VAW_TOPIC_009,EVPART,SEX,OTHMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,AL1CHILDRSCH
TO,VAW_TOPIC_009,EVPART,SEX,OTHMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
TO,VAW_TOPIC_009,EVPART,SEX,OTHMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,AL1CHILDRSCH
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,PARTNER,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,PARTNER,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,AL1CHILDRSCH
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,FAMFEM,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,FAMFEM,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,AL1CHILDRSCH
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,FAMMAL,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,FAMMAL,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,HURT
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,OTHFEM,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,ABOR
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,OTHFEM,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,HURT
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,OTHMAL,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,ABOR
TO,VAW_TOPIC_010,EVPART,SEX_CHILD,OTHMAL,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,HURT
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,19.7,ABOR
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,HURT
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIRENDS,AFRKILL,FRIENDS,FHSS,14.4,ABOR
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIRENDS,AFRKILL,FRIENDS,MICS,6.7,AL1CHILDNIGHT
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,HUSBAND,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDNIGHT
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,HUSBAND,AFRKILL,FRIENDS,MICS,6.0,AL1CHILDNIGHT
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,LEFT,AFRKILL,FRIENDS,FHSS,32.4,AL1CHILDNIGHT
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,LEFT,AFRKILL,FRIENDS,MICS,20.98679092382496,AL1CHILDNIGHT
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,NEVER,AFRKILL,FRIENDS,FHSS,46.7,INJ
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,NEVER,AFRKILL,FRIENDS,MICS,59.2,INJ
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,PARENTS,AFRKILL,FRIENDS,FHSS,43.3,INJ
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,PARENTS,AFRKILL,FRIENDS,MICS,62.4,LOSCONS
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,POLICE,AFRKILL,FRIENDS,FHSS,3.3,HURT
TO,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,POLICE,AFRKILL,FRIENDS,MICS,6.4,INJ
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.6,LOSCONS
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,INJ
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,HUSBPF,FHSS,20.98679092382496,INJ
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,HUSBPF,MICS,20.98679092382496,EMODIST
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,NOONE,FHSS,64.4,HEALTHAFF
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,NOONE,MICS,20.98679092382496,HEALTHSTA
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,PARENTS,FHSS,24.4,PAIN
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,PARENTS,MICS,20.98679092382496,PROBMEM
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,POLICE,FHSS,1.7,PROBUSUAL
TO,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,POLICE,MICS,20.98679092382496,PROBWALK
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDEATT
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,MICS,20.98679092382496,SUICIDETHI
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,ECOURAGED,FRIENDS,FHSS,22.2,ABOR
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,ECOURAGED,FRIENDS,MICS,20.98679092382496,MISC
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,INJURED,FRIENDS,FHSS,17.8,STILB
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,INJURED,FRIENDS,MICS,20.98679092382496,ABOR
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,NOMORE,FRIENDS,FHSS,48.9,MISC
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,NOMORE,FRIENDS,MICS,20.98679092382496,STILB
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,THRCHILD,FRIENDS,FHSS,20.98679092382496,CONCENTRATE
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,THRCHILD,FRIENDS,MICS,20.98679092382496,LOSCONF
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,THRKILL,FRIENDS,FHSS,20.98679092382496,WORK
TO,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,THRKILL,FRIENDS,MICS,20.98679092382496,DISWORK
TV,VAW_TOPIC_001,EVPART,CONT_ECON,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
TV,VAW_TOPIC_001,EVPART,EMO,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,23.1,AL1CHILDBEDW
TV,VAW_TOPIC_001,EVPART,EMO,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,28.1,AL1CHILDDSCH
TV,VAW_TOPIC_001,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,23.8,AL1CHILDNIGHT
TV,VAW_TOPIC_001,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,33.3,AL1CHILDQUIET
TV,VAW_TOPIC_001,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,24.4,AL1CHILDRSCH
TV,VAW_TOPIC_001,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,36.8,DISWORK
TV,VAW_TOPIC_001,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,5.1,PAIN
TV,VAW_TOPIC_001,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,10.0,PAIN
TV,VAW_TOPIC_001,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,DHS,7.8,DISWORK
TV,VAW_TOPIC_002,EVPART,PHYS_MOD,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,PAIN
TV,VAW_TOPIC_002,EVPART,PHYS_SEV,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,PAIN
TV,VAW_TOPIC_003,EVPART,PHYS_CHOK,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,0.9,PAIN
TV,VAW_TOPIC_003,EVPART,PHYS_CHOK,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,1.9,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_FIST,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,11.1,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_FIST,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,16.0,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_KICK,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,7.3,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_KICK,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,11.0,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_PUSH,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,12.6,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_PUSH,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,16.8,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_SLAP,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,18.6,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_SLAP,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,27.1,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_WEAP,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,4.1,DISWORK
TV,VAW_TOPIC_003,EVPART,PHYS_WEAP,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,5.0,DISWORK
TV,VAW_TOPIC_004,EVPART,SEX_AFRAID,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,HEALTHAFF
TV,VAW_TOPIC_004,EVPART,SEX_AFRAID,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,4.7,HEALTHAFF
TV,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,4.3,HEALTHAFF
TV,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,5.0,HEALTHAFF
TV,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,4.0,HEALTHAFF
TV,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,4.7,HEALTHAFF
TV,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,12.7,HEALTHAFF
TV,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,15.6,HEALTHAFF
TV,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,16.2,HEALTHAFF
TV,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,17.9,HEALTHAFF
